start,end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK
,2009-12-31,2914787000.0,0000726728-11-000013,2010,FY,10-K,2011-02-10,CY2009Q4I,Assets,USD,O,726728
,2010-12-31,3535590000.0,0001140361-12-007480,2011,FY,10-K,2012-02-13,,Assets,USD,O,726728
,2011-12-31,4419389000.0,0001104659-13-010950,2012,FY,10-K,2013-02-14,CY2011Q4I,Assets,USD,O,726728
,2012-12-31,5443363000.0,0001104659-13-010950,2012,FY,10-K,2013-02-14,,Assets,USD,O,726728
,2013-12-31,9924441000.0,0001104659-15-011630,2014,FY,10-K,2015-02-18,CY2013Q4I,Assets,USD,O,726728
,2014-12-31,11012622000.0,0001104659-16-095923,2015,FY,10-K,2016-02-11,CY2014Q4I,Assets,USD,O,726728
,2015-12-31,11865870000.0,0001104659-16-095923,2015,FY,10-K,2016-02-11,,Assets,USD,O,726728
,2016-12-31,13152871000.0,0001104659-18-011376,2017,FY,10-K,2018-02-22,CY2016Q4I,Assets,USD,O,726728
,2017-12-31,14058166000.0,0000726728-19-000041,2018,FY,10-K/A,2019-03-01,CY2017Q4I,Assets,USD,O,726728
,2018-12-31,15260483000.0,0000726728-20-000033,2019,FY,10-K,2020-02-24,CY2018Q4I,Assets,USD,O,726728
,2019-12-31,18554796000.0,0000726728-21-000043,2020,FY,10-K,2021-02-23,CY2019Q4I,Assets,USD,O,726728
,2020-12-31,20740285000.0,0000726728-22-000046,2021,FY,10-K,2022-02-23,CY2020Q4I,Assets,USD,O,726728
,2021-12-31,43137502000.0,0000726728-23-000044,2022,FY,10-K,2023-02-22,CY2021Q4I,Assets,USD,O,726728
,2022-12-31,49673092000.0,0000726728-24-000047,2023,FY,10-K,2024-02-21,CY2022Q4I,Assets,USD,O,726728
,2023-12-31,57779357000.0,0000726728-24-000047,2023,FY,10-K,2024-02-21,CY2023Q4I,Assets,USD,O,726728
