Ticker,roce,roic,po,divgr,shares,debt,rev,ni,fcf,fcfm,cf,equity,score
ECL,4,4,4,3,5,5,3,4,4,3,5,3,236
CMC,3,3,5,1,4,5,4,5,5,3,2,4,231
MLM,2,2,4,2,5,4,4,5,5,2,5,4,221
BCPC,3,3,5,3,4,5,4,5,4,1,5,5,219
SCL,3,3,5,3,4,4,1,5,5,3,3,3,219
EXP,3,3,5,5,5,4,4,5,4,1,2,4,209
CTVA,1,1,4,2,5,5,3,3,5,4,3,2,168
