Ticker,roce,roic,po,divgr,shares,debt,rev,ni,fcf,fcfm,cf,equity,score
TPL,5,5,5,5,5,5,5,5,5,4,5,5,330
VLO,3,3,5,4,5,5,5,4,5,3,3,2,267
IMO,4,3,5,3,5,3,4,5,5,4,4,3,254
CIVI,2,2,4,5,2,5,5,5,4,4,5,5,235
OXY,3,3,4,4,5,3,3,3,5,3,2,3,231
CTRA,2,3,5,5,5,5,5,3,5,3,3,3,224
CHX,2,2,4,4,5,5,5,5,5,4,5,3,213
