Ticker,roce,roic,po,divgr,shares,debt,rev,ni,fcf,fcfm,cf,equity,score
TPL,5,5,5,5,5,5,5,5,5,4,5,5,330
VLO,3,3,5,4,5,5,5,4,5,3,3,2,267
CTRA,2,3,5,5,5,5,5,3,5,3,3,3,224
PXD,2,2,5,1,4,5,4,5,5,4,5,3,217
CHX,2,2,4,4,5,5,5,5,5,4,5,3,213
SOI,1,1,5,1,5,5,5,3,5,3,3,2,211
WHD,1,4,2,3,5,5,5,3,1,1,5,5,195
