Ticker,Company Name,CIK,Sector,Industry
ANF,ABERCROMBIE & FITCH CO /DE/,0001018840,Consumer Cyclical,Apparel Retail
M,"Macy's, Inc.",0000794367,Consumer Cyclical,Department Stores
IGT,International Game Technology PLC,0001619762,Consumer Cyclical,Gambling
DOOO,BRP Inc.,0001748797,Consumer Cyclical,Recreational Vehicles
MNSO,MINISO Group Holding Ltd,0001815846,Consumer Cyclical,Specialty Retail
PII,Polaris Inc.,0000931015,Consumer Cyclical,Recreational Vehicles
SEE,SEALED AIR CORP/DE,0001012100,Consumer Cyclical,Packaging & Containers
ASO,"Academy Sports & Outdoors, Inc.",0001817358,Consumer Cyclical,Specialty Retail
HOG,"HARLEY-DAVIDSON, INC.",0000793952,Consumer Cyclical,Recreational Vehicles
BROS,Dutch Bros Inc.,0001866581,Consumer Cyclical,Restaurants
COLM,COLUMBIA SPORTSWEAR CO,0001050797,Consumer Cyclical,Apparel Manufacturing
SLGN,SILGAN HOLDINGS INC,0000849869,Consumer Cyclical,Packaging & Containers
RH,RH,0001528849,Consumer Cyclical,Specialty Retail
MDC,"M.D.C. HOLDINGS, INC.",0000773141,Consumer Cyclical,Residential Construction
HGV,Hilton Grand Vacations Inc.,0001674168,Consumer Cyclical,Resorts & Casinos
KBH,KB HOME,0000795266,Consumer Cyclical,Residential Construction
SKY,Skyline Champion Corp,0000090896,Consumer Cyclical,Residential Construction
SIG,SIGNET JEWELERS LTD,0000832988,Consumer Cyclical,Luxury Goods
GME,GameStop Corp.,0001326380,Consumer Cyclical,Specialty Retail
ABG,ASBURY AUTOMOTIVE GROUP INC,0001144980,Consumer Cyclical,Auto & Truck Dealerships
GOLF,Acushnet Holdings Corp.,0001672013,Consumer Cyclical,Leisure
AEO,AMERICAN EAGLE OUTFITTERS INC,0000919012,Consumer Cyclical,Apparel Retail
YETI,"YETI Holdings, Inc.",0001670592,Consumer Cyclical,Leisure
WEN,Wendy's Co,0000030697,Consumer Cyclical,Restaurants
MLCO,Melco Resorts & Entertainment LTD,0001381640,Consumer Cyclical,Resorts & Casinos
GT,GOODYEAR TIRE & RUBBER CO /OH/,0000042582,Consumer Cyclical,Auto Parts
URBN,URBAN OUTFITTERS INC,0000912615,Consumer Cyclical,Apparel Retail
AAP,ADVANCE AUTO PARTS INC,0001158449,Consumer Cyclical,Specialty Retail
MOD,MODINE MANUFACTURING CO,0000067347,Consumer Cyclical,Auto Parts
QS,QuantumScape Corp,0001811414,Consumer Cyclical,Auto Parts
RUSHA,RUSH ENTERPRISES INC \TX\,0001012019,Consumer Cyclical,Auto & Truck Dealerships
GPI,GROUP 1 AUTOMOTIVE INC,0001031203,Consumer Cyclical,Auto & Truck Dealerships
PSNY,Polestar Automotive Holding UK PLC,0001884082,Consumer Cyclical,Auto Manufacturers
IHCPF,Inchcape plc/ADR,0001508633,Consumer Cyclical,Auto & Truck Dealerships
KTB,"Kontoor Brands, Inc.",0001760965,Consumer Cyclical,Apparel Manufacturing
PENN,"PENN Entertainment, Inc.",0000921738,Consumer Cyclical,Resorts & Casinos
TPH,"Tri Pointe Homes, Inc.",0001561680,Consumer Cyclical,Residential Construction
MHO,"M/I HOMES, INC.",0000799292,Consumer Cyclical,Residential Construction
RRR,"Red Rock Resorts, Inc.",0001653653,Consumer Cyclical,Resorts & Casinos
UAA,"Under Armour, Inc.",0001336917,Consumer Cyclical,Apparel Manufacturing
SHAK,Shake Shack Inc.,0001620533,Consumer Cyclical,Restaurants
VC,VISTEON CORP,0001111335,Consumer Cyclical,Auto Parts
ZGN,Ermenegildo Zegna N.V.,0001877787,Consumer Cyclical,Apparel Manufacturing
SVV,"Savers Value Village, Inc.",0001883313,Consumer Cyclical,Specialty Retail
JWN,NORDSTROM INC,0000072333,Consumer Cyclical,Department Stores
LEG,LEGGETT & PLATT INC,0000058492,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ADNT,Adient plc,0001670541,Consumer Cyclical,Auto Parts
TRIP,"TripAdvisor, Inc.",0001526520,Consumer Cyclical,Travel Services
SEAS,"SeaWorld Entertainment, Inc.",0001564902,Consumer Cyclical,Leisure
SHOO,"STEVEN MADDEN, LTD.",0000913241,Consumer Cyclical,Footwear & Accessories
KSS,KOHLS Corp,0000885639,Consumer Cyclical,Department Stores
VAC,MARRIOTT VACATIONS WORLDWIDE Corp,0001524358,Consumer Cyclical,Resorts & Casinos
CRI,CARTERS INC,0001060822,Consumer Cyclical,Apparel Retail
CVCO,CAVCO INDUSTRIES INC.,0000278166,Consumer Cyclical,Residential Construction
DFH,"Dream Finders Homes, Inc.",0001825088,Consumer Cyclical,Residential Construction
GEF,"GREIF, INC",0000043920,Consumer Cyclical,Packaging & Containers
TNL,Travel & Leisure Co.,0001361658,Consumer Cyclical,Travel Services
LCII,LCI INDUSTRIES,0000763744,Consumer Cyclical,Recreational Vehicles
MCW,"Mister Car Wash, Inc.",0001853513,Consumer Cyclical,Personal Services
LGIH,"LGI Homes, Inc.",0001580670,Consumer Cyclical,Residential Construction
CCS,"Century Communities, Inc.",0001576940,Consumer Cyclical,Residential Construction
AIN,ALBANY INTERNATIONAL CORP /DE/,0000819793,Consumer Cyclical,Textile Manufacturing
ZKH,ZKH Group Ltd,0001862044,Consumer Cyclical,Internet Retail
FOXF,FOX FACTORY HOLDING CORP,0001424929,Consumer Cyclical,Auto Parts
FL,"FOOT LOCKER, INC.",0000850209,Consumer Cyclical,Apparel Retail
LTH,"Life Time Group Holdings, Inc.",0001869198,Consumer Cyclical,Leisure
CARG,"CarGurus, Inc.",0001494259,Consumer Cyclical,Auto & Truck Dealerships
PTVE,Pactiv Evergreen Inc.,0001527508,Consumer Cyclical,Packaging & Containers
FTDR,"Frontdoor, Inc.",0001727263,Consumer Cyclical,Personal Services
DORM,"Dorman Products, Inc.",0000868780,Consumer Cyclical,Auto Parts
BOOT,"Boot Barn Holdings, Inc.",0001610250,Consumer Cyclical,Apparel Retail
ARCO,Arcos Dorados Holdings Inc.,0001508478,Consumer Cyclical,Restaurants
MODG,Topgolf Callaway Brands Corp.,0000837465,Consumer Cyclical,Leisure
ATAT,Atour Lifestyle Holdings Ltd,0001853717,Consumer Cyclical,Lodging
OI,"O-I Glass, Inc. /DE/",0000812074,Consumer Cyclical,Packaging & Containers
PZZA,PAPA JOHNS INTERNATIONAL INC,0000901491,Consumer Cyclical,Restaurants
GRBK,"Green Brick Partners, Inc.",0001373670,Consumer Cyclical,Residential Construction
BLMN,"Bloomin' Brands, Inc.",0001546417,Consumer Cyclical,Restaurants
ACVA,ACV Auctions Inc.,0001637873,Consumer Cyclical,Auto & Truck Dealerships
PATK,PATRICK INDUSTRIES INC,0000076605,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MBUMY,"Mabuchi Motor Co., Ltd./ADR",0001534281,Consumer Cyclical,Auto Parts
DRVN,Driven Brands Holdings Inc.,0001804745,Consumer Cyclical,Auto & Truck Dealerships
LVWR,"LiveWire Group, Inc.",0001898795,Consumer Cyclical,Auto Manufacturers
AMBP,Ardagh Metal Packaging S.A.,0001845097,Consumer Cyclical,Packaging & Containers
VSCO,Victoria's Secret & Co.,0001856437,Consumer Cyclical,Apparel Retail
BOWL,Bowlero Corp.,0001840572,Consumer Cyclical,Leisure
SIX,Six Flags Entertainment Corp,0000701374,Consumer Cyclical,Leisure
FUN,CEDAR FAIR L P,0000811532,Consumer Cyclical,Leisure
GTX,Garrett Motion Inc.,0001735707,Consumer Cyclical,Auto Parts
EAT,"BRINKER INTERNATIONAL, INC",0000703351,Consumer Cyclical,Restaurants
ODP,ODP Corp,0000800240,Consumer Cyclical,Specialty Retail
MLKN,"MILLERKNOLL, INC.",0000066382,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WGO,WINNEBAGO INDUSTRIES INC,0000107687,Consumer Cyclical,Recreational Vehicles
DAN,DANA INC,0000026780,Consumer Cyclical,Auto Parts
BKE,BUCKLE INC,0000885245,Consumer Cyclical,Apparel Retail
NWTN,"NWTN, Inc.",0001932737,Consumer Cyclical,Auto Manufacturers
