start,end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK
2017-07-01,2018-06-30,4283000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,MSFT,789019
2018-07-01,2019-06-30,-590000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,MSFT,789019
2019-07-01,2020-06-30,2220000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,MSFT,789019
2020-07-01,2021-06-30,648000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,MSFT,789019
2021-07-01,2022-06-30,-293000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,MSFT,789019
2022-07-01,2023-06-30,20773000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,MSFT,789019
