end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK,start
2015-03-31,1920000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2014-07-01
2015-03-31,1920000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2014-07-01
2015-03-31,641000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-01-01
2015-03-31,641000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,CY2015Q1,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-01-01
2015-06-30,2574000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2014-07-01
2015-06-30,2574000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2014-07-01
2015-06-30,2574000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2014-07-01
2015-06-30,2574000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2015,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2014-07-01
2015-09-30,674000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2015-09-30,674000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,CY2015Q3,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2015-12-31,1332000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2015-12-31,1332000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2015-12-31,658000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-10-01
2015-12-31,658000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,CY2015Q4,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-10-01
2016-03-31,2004000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2016-03-31,2004000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2016-03-31,672000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-01-01
2016-03-31,672000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,CY2016Q1,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-01-01
2016-06-30,2668000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2016-06-30,2668000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2016-06-30,2668000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2015-07-01
2016-09-30,703000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,CY2016Q3,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-07-01
2016-12-31,1470000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-07-01
2016-12-31,767000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,CY2016Q4,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-10-01
2017-03-31,2353000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-07-01
2017-03-31,883000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,CY2017Q1,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2017-01-01
2017-06-30,3266000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-07-01
2017-06-30,3266000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-07-01
2017-06-30,3266000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2016-07-01
2018-06-30,3940000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2017-07-01
2018-06-30,3940000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2017-07-01
2018-06-30,3940000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2017-07-01
2019-06-30,4652000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2018-07-01
2019-06-30,4652000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2018-07-01
2019-06-30,4652000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2018-07-01
2020-06-30,5289000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2019-07-01
2020-06-30,5289000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2019-07-01
2020-06-30,5289000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2019-07-01
2021-06-30,6118000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2020-07-01
2021-06-30,6118000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2020-07-01
2021-06-30,6118000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2020-07-01
2022-06-30,7502000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2021-07-01
2022-06-30,7502000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2021-07-01
2023-06-30,9611000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023,AllocatedShareBasedCompensationExpense,USD,MSFT,0000789019,2022-07-01
2009-06-30,451000000.0,0001193125-09-212454,2010,Q1,10-Q,2009-10-23,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2009-06-30,451000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2009-06-30,451000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2009-06-30,451000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,CY2009Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2009-09-30,436000000.0,0001193125-09-212454,2010,Q1,10-Q,2009-10-23,CY2009Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2009-12-31,506000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,CY2009Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-03-31,381000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,CY2010Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-06-30,375000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-06-30,375000000.0,0001193125-10-239825,2011,Q1,10-Q,2010-10-28,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-06-30,375000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-06-30,375000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-06-30,375000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,CY2010Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-09-30,312000000.0,0001193125-10-239825,2011,Q1,10-Q,2010-10-28,CY2010Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2010-12-31,317000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,CY2010Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-03-31,304000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,CY2011Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-06-30,333000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-06-30,333000000.0,0001193125-11-276022,2012,Q1,10-Q,2011-10-20,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-06-30,333000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-06-30,333000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-06-30,333000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2011Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-09-30,297000000.0,0001193125-11-276022,2012,Q1,10-Q,2011-10-20,CY2011Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2011-12-31,321000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,CY2011Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-03-31,322000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,CY2012Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-06-30,389000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-06-30,389000000.0,0001193125-12-427209,2013,Q1,10-Q,2012-10-18,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-06-30,389000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-06-30,389000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-06-30,389000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-06-30,389000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,CY2012Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-09-30,265000000.0,0001193125-12-427209,2013,Q1,10-Q,2012-10-18,CY2012Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2012-12-31,292000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,CY2012Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-03-31,267000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,CY2013Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-06-30,336000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-06-30,336000000.0,0001193125-13-409855,2014,Q1,10-Q,2013-10-24,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-06-30,336000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-06-30,336000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-06-30,336000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-06-30,336000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2013Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-09-30,294000000.0,0001193125-13-409855,2014,Q1,10-Q,2013-10-24,CY2013Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2013-12-31,316000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,CY2013Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-03-31,255000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,CY2014Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-06-30,301000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-06-30,301000000.0,0001193125-14-380252,2015,Q1,10-Q,2014-10-23,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-06-30,301000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-06-30,301000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-06-30,301000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-06-30,301000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,CY2014Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-09-30,269000000.0,0001193125-14-380252,2015,Q1,10-Q,2014-10-23,CY2014Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2014-12-31,288000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,CY2014Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-03-31,268000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,CY2015Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-06-30,335000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-06-30,335000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-06-30,335000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-06-30,335000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-06-30,335000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-06-30,335000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2015Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-09-30,250000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,CY2015Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2015-12-31,384000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,CY2015Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-03-31,361000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,CY2016Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-06-30,426000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-06-30,426000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-06-30,426000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-06-30,426000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-06-30,426000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2016Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-09-30,284000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,CY2016Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2016-12-31,340000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,CY2016Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-03-31,302000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,CY2017Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-06-30,405000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-06-30,345000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-06-30,345000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-06-30,345000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-06-30,345000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-09-30,285000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2017-12-31,337000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-03-31,311000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-06-30,377000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-06-30,377000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-06-30,377000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-06-30,377000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-06-30,377000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-09-30,319000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2018-12-31,354000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-03-31,336000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-06-30,411000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-06-30,411000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-06-30,411000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-06-30,411000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-06-30,411000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-09-30,303000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2019-12-31,384000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-03-31,446000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-06-30,788000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-06-30,788000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-06-30,788000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-06-30,788000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-06-30,788000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2020Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-09-30,610000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2020-12-31,642000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-03-31,620000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-06-30,751000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-06-30,751000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-06-30,751000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-06-30,751000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-06-30,751000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2021Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-09-30,536000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2021-12-31,551000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2022-03-31,505000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2022-06-30,633000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2022-06-30,633000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2022-06-30,633000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2022-06-30,633000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
2022-06-30,633000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022Q2I,AllowanceForDoubtfulAccountsReceivableCurrent,USD,MSFT,0000789019,
